solute_name,solvent_name,temperature,pressure,solubility
methane,water,15 C,3.45 MPa,1.2 x 10^-3 mol%
methane,water,10 C,3.45 MPa,1.8 x 10^-3 mol%
methane,water,5 C,3.45 MPa,3.6 x 10^-3 mol%
methane,water,1 C,3.45 MPa,1.30/3.26 x 10^-3 mol%
methane,water,0 C,3.45 MPa,15.2 x 10^-3 mol%
ethane,water,15 C,0.66 MPa,0.270 x 10^-3 mol%
ethane,water,10 C,0.66 MPa,0.500 x 10^-3 mol%
ethane,water,8 C,0.66 MPa,0.610 x 10^-3 mol%
ethane,water,5 C,0.66 MPa,0.850 x 10^-3 mol%
ethane,water,4 C,0.66 MPa,0.920 x 10^-3 mol%
ethane,water,2 C,0.66 MPa,2.100 x 10^-3 mol%
ethane,water,0 C,0.66 MPa,7.100 x 10^-3 mol%
