solute_name,solvent_name,temperature,pressure,solubility
Lithium Sulfate,(1-0.0000)*Water + 0.0000*Ethanol,282.75 K,Not found,26.03 kg/100kg soln
Lithium Sulfate,(1-0.0949)*Water + 0.0949*Ethanol,282.75 K,Not found,19.68 kg/100kg soln
Lithium Sulfate,(1-0.1934)*Water + 0.1934*Ethanol,282.75 K,Not found,13.57 kg/100kg soln
Lithium Sulfate,(1-0.2922)*Water + 0.2922*Ethanol,282.75 K,Not found,8.54 kg/100kg soln
Lithium Sulfate,(1-0.3934)*Water + 0.3934*Ethanol,282.75 K,Not found,4.93 kg/100kg soln
Lithium Sulfate,(1-0.5004)*Water + 0.5004*Ethanol,282.75 K,Not found,2.34 kg/100kg soln
Lithium Sulfate,(1-0.6005)*Water + 0.6005*Ethanol,282.75 K,Not found,0.96 kg/100kg soln
Lithium Sulfate,(1-0.0000)*Water + 0.0000*Ethanol,292.95 K,Not found,25.61 kg/100kg soln
Lithium Sulfate,(1-0.0953)*Water + 0.0953*Ethanol,292.95 K,Not found,19.35 kg/100kg soln
Lithium Sulfate,(1-0.1936)*Water + 0.1936*Ethanol,292.95 K,Not found,13.54 kg/100kg soln
Lithium Sulfate,(1-0.2921)*Water + 0.2921*Ethanol,292.95 K,Not found,8.81 kg/100kg soln
Lithium Sulfate,(1-0.3929)*Water + 0.3929*Ethanol,292.95 K,Not found,5.16 kg/100kg soln
Lithium Sulfate,(1-0.5006)*Water + 0.5006*Ethanol,292.95 K,Not found,2.44 kg/100kg soln
Lithium Sulfate,(1-0.6012)*Water + 0.6012*Ethanol,292.95 K,Not found,0.99 kg/100kg soln
Lithium Sulfate,(1-0.0000)*Water + 0.0000*Ethanol,298.15 K,Not found,25.48 kg/100kg soln
Lithium Sulfate,(1-0.0952)*Water + 0.0952*Ethanol,298.15 K,Not found,19.21 kg/100kg soln
Lithium Sulfate,(1-0.1936)*Water + 0.1936*Ethanol,298.15 K,Not found,13.49 kg/100kg soln
Lithium Sulfate,(1-0.2412)*Water + 0.2412*Ethanol,298.15 K,Not found,11.10 kg/100kg soln
Lithium Sulfate,(1-0.2906)*Water + 0.2906*Ethanol,298.15 K,Not found,8.92 kg/100kg soln
Lithium Sulfate,(1-0.3941)*Water + 0.3941*Ethanol,298.15 K,Not found,5.14 kg/100kg soln
Lithium Sulfate,(1-0.5001)*Water + 0.5001*Ethanol,298.15 K,Not found,2.53 kg/100kg soln
Lithium Sulfate,(1-0.6005)*Water + 0.6005*Ethanol,298.15 K,Not found,1.02 kg/100kg soln
Lithium Sulfate,(1-0.0000)*Water + 0.0000*Ethanol,303.05 K,Not found,25.32 kg/100kg soln
Lithium Sulfate,(1-0.0951)*Water + 0.0951*Ethanol,303.05 K,Not found,18.92 kg/100kg soln
Lithium Sulfate,(1-0.1933)*Water + 0.1933*Ethanol,303.05 K,Not found,13.45 kg/100kg soln
Lithium Sulfate,(1-0.2418)*Water + 0.2418*Ethanol,303.05 K,Not found,11.07 kg/100kg soln
Lithium Sulfate,(1-0.2926)*Water + 0.2926*Ethanol,303.05 K,Not found,8.88 kg/100kg soln
Lithium Sulfate,(1-0.3939)*Water + 0.3939*Ethanol,303.05 K,Not found,5.34 kg/100kg soln
Lithium Sulfate,(1-0.5006)*Water + 0.5006*Ethanol,303.05 K,Not found,2.58 kg/100kg soln
Lithium Sulfate,(1-0.6003)*Water + 0.6003*Ethanol,303.05 K,Not found,1.02 kg/100kg soln
Lithium Sulfate,(1-0.0000)*Water + 0.0000*Ethanol,312.85 K,Not found,24.99 kg/100kg soln
Lithium Sulfate,(1-0.0951)*Water + 0.0951*Ethanol,312.85 K,Not found,18.79 kg/100kg soln
Lithium Sulfate,(1-0.1933)*Water + 0.1933*Ethanol,312.85 K,Not found,13.33 kg/100kg soln
Lithium Sulfate,(1-0.2423)*Water + 0.2423*Ethanol,312.85 K,Not found,10.99 kg/100kg soln
Lithium Sulfate,(1-0.2921)*Water + 0.2921*Ethanol,312.85 K,Not found,8.87 kg/100kg soln
Lithium Sulfate,(1-0.3935)*Water + 0.3935*Ethanol,312.85 K,Not found,5.24 kg/100kg soln
Lithium Sulfate,(1-0.4998)*Water + 0.4998*Ethanol,312.85 K,Not found,2.58 kg/100kg soln
Lithium Sulfate,(1-0.6015)*Water + 0.6015*Ethanol,312.85 K,Not found,1.00 kg/100kg soln
Lithium Sulfate,(1-0.0000)*Water + 0.0000*Ethanol,323.15 K,Not found,24.79 kg/100kg soln
Lithium Sulfate,(1-0.0955)*Water + 0.0955*Ethanol,323.15 K,Not found,18.67 kg/100kg soln
Lithium Sulfate,(1-0.1932)*Water + 0.1932*Ethanol,323.15 K,Not found,13.18 kg/100kg soln
Lithium Sulfate,(1-0.2421)*Water + 0.2421*Ethanol,323.15 K,Not found,10.89 kg/100kg soln
Lithium Sulfate,(1-0.2926)*Water + 0.2926*Ethanol,323.15 K,Not found,8.76 kg/100kg soln
Lithium Sulfate,(1-0.3932)*Water + 0.3932*Ethanol,323.15 K,Not found,5.22 kg/100kg soln
Lithium Sulfate,(1-0.4996)*Water + 0.4996*Ethanol,323.15 K,Not found,2.58 kg/100kg soln
Lithium Sulfate,(1-0.6013)*Water + 0.6013*Ethanol,323.15 K,Not found,1.00 kg/100kg soln

