solute_name,solvent_name,temperature,pressure,solubility
LiBr:LiI= 4:1 mol,H2O,277.75 K,Not found,165.3 g/100g H2O
LiBr:LiI= 4:1 mol,H2O,278.95 K,Not found,166.7 g/100g H2O
LiBr:LiI= 4:1 mol,H2O,285.35 K,Not found,171.7 g/100g H2O
LiBr:LiI= 4:1 mol,H2O,289.15 K,Not found,177.8 g/100g H2O
LiBr:LiI= 4:1 mol,H2O,291.95 K,Not found,183.2 g/100g H2O
LiBr:LiI= 4:1 mol,H2O,293.85 K,Not found,188.2 g/100g H2O
LiBr:LiI= 4:1 mol,H2O,297.55 K,Not found,190.7 g/100g H2O
LiBr:LiI= 4:1 mol,H2O,304.35 K,Not found,194.1 g/100g H2O
LiBr:LiI= 4:1 mol,H2O,315.15 K,Not found,199.4 g/100g H2O
LiBr:LiI= 4:1 mol,H2O,317.35 K,Not found,202.1 g/100g H2O
LiBr:LiI= 4:1 mol,H2O,336.55 K,Not found,217.5 g/100g H2O
LiBr:LiI= 4:1 mol,H2O,354.35 K,Not found,234.4 g/100g H2O
LiBr:LiI= 4:1 mol,H2O,381.15 K,Not found,269.0 g/100g H2O
LiBr:LiI= 4:1 mol,H2O,402.25 K,Not found,316.7 g/100g H2O
LiBr:LiI= 4:1 mol,H2O,405.15 K,Not found,325.5 g/100g H2O
LiBr:LiI= 4:1 mol,H2O,411.55 K,Not found,340.5 g/100g H2O
LiBr:LiI= 4:1 mol,H2O,415.15 K,Not found,356.6 g/100g H2O
LiCl:LiNO3 = 2.8:1 mol,H2O,284.85 K,Not found,100.8 g/100g H2O
LiCl:LiNO3 = 2.8:1 mol,H2O,288.35 K,Not found,102.0 g/100g H2O
LiCl:LiNO3 = 2.8:1 mol,H2O,291.45 K,Not found,104.1 g/100g H2O
LiCl:LiNO3 = 2.8:1 mol,H2O,293.25 K,Not found,107.0 g/100g H2O
LiCl:LiNO3 = 2.8:1 mol,H2O,294.35 K,Not found,109.6 g/100g H2O
LiCl:LiNO3 = 2.8:1 mol,H2O,294.95 K,Not found,111.4 g/100g H2O
LiCl:LiNO3 = 2.8:1 mol,H2O,295.45 K,Not found,114.1 g/100g H2O
LiCl:LiNO3 = 2.8:1 mol,H2O,295.55 K,Not found,115.1 g/100g H2O
LiCl:LiNO3 = 2.8:1 mol,H2O,295.65 K,Not found,116.5 g/100g H2O
LiCl:LiNO3 = 2.8:1 mol,H2O,295.75 K,Not found,118.3 g/100g H2O
LiCl:LiNO3 = 2.8:1 mol,H2O,298.55 K,Not found,118.8 g/100g H2O
LiCl:LiNO3 = 2.8:1 mol,H2O,303.55 K,Not found,121.7 g/100g H2O
LiCl:LiNO3 = 2.8:1 mol,H2O,304.25 K,Not found,122.2 g/100g H2O
LiCl:LiNO3 = 2.8:1 mol,H2O,304.75 K,Not found,120.8 g/100g H2O
LiCl:LiNO3 = 2.8:1 mol,H2O,306.95 K,Not found,124.2 g/100g H2O
LiCl:LiNO3 = 2.8:1 mol,H2O,311.55 K,Not found,123.2 g/100g H2O
LiCl:LiNO3 = 2.8:1 mol,H2O,321.05 K,Not found,131.5 g/100g H2O
LiCl:LiNO3 = 2.8:1 mol,H2O,323.15 K,Not found,133.1 g/100g H2O
LiCl:LiNO3 = 2.8:1 mol,H2O,323.35 K,Not found,132.0 g/100g H2O
LiCl:LiNO3 = 2.8:1 mol,H2O,326.95 K,Not found,135.8 g/100g H2O
LiCl:LiNO3 = 2.8:1 mol,H2O,335.75 K,Not found,143.3 g/100g H2O
LiCl:LiNO3 = 2.8:1 mol,H2O,336.95 K,Not found,146.3 g/100g H2O
LiCl:LiNO3 = 2.8:1 mol,H2O,338.05 K,Not found,147.5 g/100g H2O
LiCl:LiNO3 = 2.8:1 mol,H2O,341.75 K,Not found,153.8 g/100g H2O
LiCl:LiNO3 = 2.8:1 mol,H2O,344.85 K,Not found,153.8 g/100g H2O
LiCl:LiNO3 = 2.8:1 mol,H2O,346.15 K,Not found,157.7 g/100g H2O
LiCl:LiNO3 = 2.8:1 mol,H2O,351.75 K,Not found,167.4 g/100g H2O
