solute_name,solvent_name,temperature,pressure,solubility
Methane,Toluene,313.2 K,1.17 MPa,0.026 mole fraction
Methane,Toluene,313.2 K,2.38 MPa,0.055 mole fraction
Methane,Toluene,313.2 K,3.14 MPa,0.071 mole fraction
Methane,Toluene,313.2 K,4.44 MPa,0.099 mole fraction
Methane,Toluene,313.2 K,5.53 MPa,0.120 mole fraction
Methane,Toluene,313.2 K,6.30 MPa,0.136 mole fraction
Methane,Toluene,313.2 K,7.08 MPa,0.150 mole fraction
Methane,Toluene,338.7 K,2.34 MPa,0.050 mole fraction
Methane,Toluene,338.7 K,4.19 MPa,0.091 mole fraction
Methane,Toluene,338.7 K,5.10 MPa,0.107 mole fraction
Methane,Toluene,338.7 K,5.74 MPa,0.120 mole fraction
Methane,Toluene,338.7 K,7.36 MPa,0.152 mole fraction
Methane,Toluene,338.7 K,8.92 MPa,0.181 mole fraction
Methane,Toluene,423.2 K,2.11 MPa,0.038 mole fraction
Methane,Toluene,423.2 K,2.84 MPa,0.052 mole fraction
Methane,Toluene,423.2 K,3.88 MPa,0.074 mole fraction
Methane,Toluene,423.2 K,5.25 MPa,0.101 mole fraction
Methane,Toluene,423.2 K,5.91 MPa,0.114 mole fraction
Methane,Toluene,423.2 K,7.24 MPa,0.140 mole fraction
