solute_name,solvent_name,temperature,pressure,solubility
FLBBB, PC,25°C,Not found,0.210 mol dm−3
FLBBB, PC + DME,25°C,Not found,0.283 mol dm−3
FLBBB, EC + DME,25°C,Not found,0.379 mol dm−3
FLBBB, PC + THF,25°C,Not found,0.234 mol dm−3
FLBBB, EC + THF,25°C,Not found,0.496 mol dm−3
FLBDOB, PC,25°C,Not found,0.275 mol dm−3
FLBDOB, PC + DME,25°C,Not found,0.284 mol dm−3
FLBDOB, EC + DME,25°C,Not found,0.388 mol dm−3
FLBDOB, PC + THF,25°C,Not found,0.248 mol dm−3
FLBDOB, EC + THF,25°C,Not found,0.506 mol dm−3
LBOB, PC,25°C,Not found,0.362 mol dm−3
LBOB, PC + DME,25°C,Not found,0.349 mol dm−3
LBOB, EC + DME,25°C,Not found,0.352 mol dm−3
LBOB, PC + THF,25°C,Not found,0.358 mol dm−3
LBOB, EC + THF,25°C,Not found,0.362 mol dm−3
