solute_name,solvent_name,temperature,pressure,solubility
LiF,EC,40°C,Not found,5.52 gL-1
LiF,PC,20°C,Not found,0.13 gL-1
LiF,DMC,20°C,Not found,0.57 gL-1
LiF,DEC,20°C,Not found,<0.01 gL-1
LiF,VC,20°C,Not found,0.20 gL-1
LiF,EC/PC/3DMC,20°C,Not found,9.08 gL-1
LiCO3,PC,20°C,Not found,0.19 gL-1
LiCO3,EC,40°C,Not found,0.87 gL-1
LiCO3,DMC,20°C,Not found,0.09 gL-1
LiCO3,EC/PC/3DMC,20°C,Not found,0.04 gL-1
LiOH,PC,20°C,Not found,0.59 gL-1
LiOH,EC,40°C,Not found,1.37 gL-1
LiOH,DMC,20°C,Not found,0.05 gL-1
LiOH,EC/PC/3DMC,20°C,Not found,0.06 gL-1
Li2O,PC,20°C,Not found,0.04 gL-1
Li2O,EC,40°C,Not found,0.01 gL-1
Li2O,DMC,20°C,Not found,0.01 gL-1
LiOCH3,PC,20°C,Not found,0.05 gL-1
LiOCH3,EC,40°C,Not found,0.64 gL-1
LiOCH3,DMC,20°C,Not found,0.09 gL-1
LiOCH3,EC/PC/3DMC,20°C,Not found,0.01 gL-1
LiOC2H5,PC,20°C,Not found,0.02 gL-1
LiOC2H5,EC,40°C,Not found,0.12 gL-1
LiOC2H5,DMC,20°C,Not found,0.30 gL-1
LiOC2H5,EC/PC/3DMC,20°C,Not found,0.09 gL-1
