solute_name,solvent_name,temperature,pressure,solubility
N2,water,25.0 ℃,44.55 atm,4.902 x 10^-4 mol fraction
N2,water,25.0 ℃,50.46 atm,5.482 x 10^-4 mol fraction
N2,water,25.0 ℃,63.68 atm,6.809 x 10^-4 mol fraction
N2,water,25.0 ℃,77.28 atm,8.1 x 10^-4 mol fraction
N2,water,25.0 ℃,93.3 atm,9.562 x 10^-4 mol fraction
N2,water,25.0 ℃,102.19 atm,10.32 x 10^-4 mol fraction
N2,water,25.0 ℃,115.8 atm,11.46 x 10^-4 mol fraction
Ar,water,25.0 ℃,22.505 atm,5.428 x 10^-4 mol fraction
Ar,water,25.0 ℃,25.5 atm,6.136 x 10^-4 mol fraction
Ar,water,25.0 ℃,38.12 atm,8.993 x 10^-4 mol fraction
Ar,water,25.0 ℃,44.38 atm,10.36 x 10^-4 mol fraction
Ar,water,25.0 ℃,55.95 atm,12.81 x 10^-4 mol fraction
Ar,water,25.0 ℃,68.88 atm,15.41 x 10^-4 mol fraction
Ar,water,25.0 ℃,71.67 atm,16.08 x 10^-4 mol fraction
Ar,water,25.0 ℃,79.19 atm,17.43 x 10^-4 mol fraction
Ar,water,25.0 ℃,101.27 atm,19.06 x 10^-4 mol fraction
Kr,water,25.0 ℃,33.3 atm,21.59 x 10^-4 mol fraction
Kr,water,25.0 ℃,40.64 atm,13.45 x 10^-4 mol fraction
Kr,water,25.0 ℃,41.16 atm,15.91 x 10^-4 mol fraction
Kr,water,25.0 ℃,52.14 atm,16.22 x 10^-4 mol fraction
Kr,water,25.0 ℃,58.88 atm,20.03 x 10^-4 mol fraction
Kr,water,25.0 ℃,69.73 atm,21.53 x 10^-4 mol fraction
Kr,water,25.0 ℃,80.58 atm,25.13 x 10^-4 mol fraction
Kr,water,25.0 ℃,80.68 atm,27.87 x 10^-4 mol fraction
Xe,water,25.0 ℃,4.791 atm,27.79 x 10^-4 mol fraction
Xe,water,25.0 ℃,6.344 atm,3.592 x 10^-4 mol fraction
Xe,water,25.0 ℃,8.151 atm,4.716 x 10^-4 mol fraction
Xe,water,25.0 ℃,9.415 atm,5.979 x 10^-4 mol fraction
Xe,water,25.0 ℃,11.25 atm,6.93 x 10^-4 mol fraction
Xe,water,25.0 ℃,12.1 atm,8.089 x 10^-4 mol fraction
Xe,water,25.0 ℃,14.69 atm,8.75 x 10^-4 mol fraction
Xe,water,25.0 ℃,15.74 atm,10.36 x 10^-4 mol fraction
Xe,water,25.0 ℃,23.33 atm,11.035 x 10^-4 mol fraction
Xe,water,25.0 ℃,32.78 atm,13.6 x 10^-4 mol fraction
Xe,water,25.0 ℃,33.29 atm,17.48 x 10^-4 mol fraction
Xe,water,25.0 ℃,47.89 atm,17.62 x 10^-4 mol fraction
