solute_name,solvent_name,temperature,pressure,solubility
chrysin,ethanol-water (x=0),293.15 K,Not found,0.126 mol dm−3
chrysin,ethanol-water (x=0),298.15 K,Not found,0.186 mol dm−3
chrysin,ethanol-water (x=0),303.15 K,Not found,0.238 mol dm−3
chrysin,ethanol-water (x=0),308.15 K,Not found,0.353 mol dm−3
chrysin,ethanol-water (x=0),313.15 K,Not found,0.461 mol dm−3
chrysin,ethanol-water (x=0),318.15 K,Not found,0.650 mol dm−3
chrysin,ethanol-water (x=0),323.15 K,Not found,1.002 mol dm−3
chrysin,ethanol-water (x=0.2),293.15 K,Not found,0.081 mol dm−3
chrysin,ethanol-water (x=0.2),298.15 K,Not found,0.130 mol dm−3
chrysin,ethanol-water (x=0.2),303.15 K,Not found,0.185 mol dm−3
chrysin,ethanol-water (x=0.2),308.15 K,Not found,0.297 mol dm−3
chrysin,ethanol-water (x=0.2),313.15 K,Not found,0.474 mol dm−3
chrysin,ethanol-water (x=0.2),318.15 K,Not found,0.691 mol dm−3
chrysin,ethanol-water (x=0.2),323.15 K,Not found,1.043 mol dm−3
chrysin,ethanol-water (x=0.4),293.15 K,Not found,1.321 mol dm−3
chrysin,ethanol-water (x=0.4),298.15 K,Not found,1.552 mol dm−3
chrysin,ethanol-water (x=0.4),303.15 K,Not found,1.683 mol dm−3
chrysin,ethanol-water (x=0.4),308.15 K,Not found,2.068 mol dm−3
chrysin,ethanol-water (x=0.4),313.15 K,Not found,2.648 mol dm−3
chrysin,ethanol-water (x=0.4),318.15 K,Not found,3.082 mol dm−3
chrysin,ethanol-water (x=0.4),323.15 K,Not found,3.655 mol dm−3
chrysin,ethanol-water (x=0.6),293.15 K,Not found,3.547 mol dm−3
chrysin,ethanol-water (x=0.6),298.15 K,Not found,4.075 mol dm−3
chrysin,ethanol-water (x=0.6),303.15 K,Not found,4.654 mol dm−3
chrysin,ethanol-water (x=0.6),308.15 K,Not found,5.276 mol dm−3
chrysin,ethanol-water (x=0.6),313.15 K,Not found,6.567 mol dm−3
chrysin,ethanol-water (x=0.6),318.15 K,Not found,8.317 mol dm−3
chrysin,ethanol-water (x=0.6),323.15 K,Not found,9.466 mol dm−3
chrysin,ethanol-water (x=0.8),293.15 K,Not found,0.569 mol dm−3
chrysin,ethanol-water (x=0.8),298.15 K,Not found,0.623 mol dm−3
chrysin,ethanol-water (x=0.8),303.15 K,Not found,0.728 mol dm−3
chrysin,ethanol-water (x=0.8),308.15 K,Not found,0.783 mol dm−3
chrysin,ethanol-water (x=0.8),313.15 K,Not found,0.943 mol dm−3
chrysin,ethanol-water (x=0.8),318.15 K,Not found,1.052 mol dm−3
chrysin,ethanol-water (x=0.8),323.15 K,Not found,1.266 mol dm−3
chrysin,ethanol-water (x=1.0),293.15 K,Not found,0.689 mol dm−3
chrysin,ethanol-water (x=1.0),298.15 K,Not found,0.749 mol dm−3
chrysin,ethanol-water (x=1.0),303.15 K,Not found,0.780 mol dm−3
chrysin,ethanol-water (x=1.0),308.15 K,Not found,0.928 mol dm−3
chrysin,ethanol-water (x=1.0),313.15 K,Not found,1.076 mol dm−3
chrysin,ethanol-water (x=1.0),318.15 K,Not found,1.213 mol dm−3
chrysin,ethanol-water (x=1.0),323.15 K,Not found,1.372 mol dm−3
