solute_name,solvent_name,temperature,pressure,solubility
KCl,Lithium-Potassium Nitrate Eutectic,160 °C,Not found,8.11±0.06 mole %
KBr,Lithium-Potassium Nitrate Eutectic,160 °C,Not found,3.13±0.01 mole %
KI,Lithium-Potassium Nitrate Eutectic,160 °C,Not found,0.91±0.03 mole %
KSCN,Lithium-Potassium Nitrate Eutectic,160 °C,Not found,88.9±0.1 mole %
KCN KOH,Lithium-Potassium Nitrate Eutectic,160 °C,Not found,"22.3±0.1 mole %, 5.7±0.2 mole %"
NaOH,Lithium-Potassium Nitrate Eutectic,160 °C,Not found,3.76±0.05 mole %
NaO,Lithium-Potassium Nitrate Eutectic,160 °C,Not found,1.33±0.04 mole %
Na2O2,Lithium-Potassium Nitrate Eutectic,160 °C,Not found,0.07±0.02 mole %
Na2CO3,Lithium-Potassium Nitrate Eutectic,160 °C,Not found,0.001±0.001 mole %
CuCl2,Lithium-Potassium Nitrate Eutectic,160 °C,Not found,3.16±0.01 mole %
Cu(NO3)2,Lithium-Potassium Nitrate Eutectic,160 °C,Not found,9.4±0.2 mole %
NiCl2,Lithium-Potassium Nitrate Eutectic,160 °C,Not found,1.47±0.02 mole %
(NH4)2 CoCl2,Lithium-Potassium Nitrate Eutectic,160 °C,Not found,"34.6±0.1 mole %, 14.6±0.02 mole %"
Co(NO3)2,Lithium-Potassium Nitrate Eutectic,160 °C,Not found,7.8±0.2 mole %
CoSO4,Lithium-Potassium Nitrate Eutectic,160 °C,Not found,4.69±0.05 mole %
