solute_name,solvent_name,temperature,pressure,solubility
Nitrogen,Water,51.5 ℃,100 atm,7.99 x 10^-4 mol%
CH4,Water,51.5 ℃,100 atm,14.27 x 10^-4 mol%
Nitrogen,1 M NaCl,51.5 ℃,100 atm,5.93 x 10^-4 mol%
CH4,1 M NaCl,51.5 ℃,100 atm,10.76 x 10^-4 mol%
Nitrogen,Water,51.5 ℃,200 atm,14.54 x 10^-4 mol%
CH4,Water,51.5 ℃,200 atm,22.79 x 10^-4 mol%
Nitrogen,1 M NaCl,51.5 ℃,200 atm,10.76 x 10^-4 mol%
CH4,1 M NaCl,51.5 ℃,200 atm,16.95 x 10^-4 mol%
Nitrogen,4 M NaCl,51.5 ℃,200 atm,5.00 x 10^-4 mol%
CH4,4 M NaCl,51.5 ℃,200 atm,8.05 x 10^-4 mol%
Nitrogen,Water,51.5 ℃,300 atm,20.17 x 10^-4 mol%
CH4,Water,51.5 ℃,300 atm,28.7 x 10^-4 mol%
Nitrogen,1 M NaCl,51.5 ℃,300 atm,14.97 x 10^-4 mol%
CH4,1 M NaCl,51.5 ℃,300 atm,21.38 x 10^-4 mol%
Nitrogen,4 M NaCl,51.5 ℃,300 atm,7.00 x 10^-4 mol%
CH4,4 M NaCl,51.5 ℃,300 atm,9.97 x 10^-4 mol%
Nitrogen,Water,51.5 ℃,400 atm,24.9 x 10^-4 mol%
CH4,Water,51.5 ℃,400 atm,33.4 x 10^-4 mol%
Nitrogen,1 M NaCl,51.5 ℃,400 atm,18.60 x 10^-4 mol%
CH4,1 M NaCl,51.5 ℃,400 atm,25.0 x 10^-4 mol%
Nitrogen,4 M NaCl,51.5 ℃,400 atm,8.78 x 10^-4 mol%
CH4,4 M NaCl,51.5 ℃,400 atm,12.11 x 10^-4 mol%
Nitrogen,Water,51.5 ℃,500 atm,29.2 x 10^-4 mol%
CH4,Water,51.5 ℃,500 atm,37.3 x 10^-4 mol%
Nitrogen,1 M NaCl,51.5 ℃,500 atm,25.7 x 10^-4 mol%
CH4,1 M NaCl,51.5 ℃,500 atm,33.3 x 10^-4 mol%
Nitrogen,4 M NaCl,51.5 ℃,500 atm,11.54 x 10^-4 mol%
CH4,4 M NaCl,51.5 ℃,500 atm,13.03 x 10^-4 mol%
Nitrogen,Water,51.5 ℃,600 atm,33.5 x 10^-4 mol%
CH4,Water,51.5 ℃,600 atm,40.9 x 10^-4 mol%
Nitrogen,1 M NaCl,51.5 ℃,600 atm,25.3 x 10^-4 mol%
CH4,1 M NaCl,51.5 ℃,600 atm,30.7 x 10^-4 mol%
Nitrogen,4 M NaCl,51.5 ℃,600 atm,11.79 x 10^-4 mol%
CH4,4 M NaCl,51.5 ℃,600 atm,14.44 x 10^-4 mol%
Nitrogen,Water,102.5 ℃,101 atm,7.77 x 10^-4 mol%
CH4,Water,102.5 ℃,101 atm,13.55 x 10^-4 mol%
Nitrogen,1 M NaCl,102.5 ℃,101 atm,6.03 x 10^-4 mol%
Nitrogen,Water,102.5 ℃,201 atm,14.47 x 10^-4 mol%
CH4,Water,102.5 ℃,201 atm,22.05 x 10^-4 mol%
Nitrogen,1 M NaCl,102.5 ℃,201 atm,11.13 x 10^-4 mol%
CH4,1 M NaCl,102.5 ℃,201 atm,16.93 x 10^-4 mol%
Nitrogen,4 M NaCl,102.5 ℃,201 atm,5.23 x 10^-4 mol%
CH4,4 M NaCl,102.5 ℃,201 atm,8.26 x 10^-4 mol%
Nitrogen,Water,102.5 ℃,302 atm,20.05 x 10^-4 mol%
CH4,Water,102.5 ℃,302 atm,28.7 x 10^-4 mol%
Nitrogen,1 M NaCl,102.5 ℃,302 atm,15.38 x 10^-4 mol%
CH4,1 M NaCl,102.5 ℃,302 atm,22.19 x 10^-4 mol%
Nitrogen,4 M NaCl,102.5 ℃,302 atm,7.31 x 10^-4 mol%
CH4,4 M NaCl,102.5 ℃,302 atm,10.79 x 10^-4 mol%
Nitrogen,Water,102.5 ℃,403 atm,25.2 x 10^-4 mol%
CH4,Water,102.5 ℃,403 atm,33.3 x 10^-4 mol%
Nitrogen,1 M NaCl,102.5 ℃,403 atm,19.20 x 10^-4 mol%
CH4,1 M NaCl,102.5 ℃,403 atm,25.7 x 10^-4 mol%
Nitrogen,4 M NaCl,102.5 ℃,403 atm,8.99 x 10^-4 mol%
CH4,4 M NaCl,102.5 ℃,403 atm,12.11 x 10^-4 mol%
Nitrogen,Water,102.5 ℃,503 atm,29.8 x 10^-4 mol%
CH4,Water,102.5 ℃,503 atm,38.5 x 10^-4 mol%
Nitrogen,1 M NaCl,102.5 ℃,503 atm,22.52 x 10^-4 mol%
CH4,1 M NaCl,102.5 ℃,503 atm,28.9 x 10^-4 mol%
Nitrogen,4 M NaCl,102.5 ℃,503 atm,10.47 x 10^-4 mol%
CH4,4 M NaCl,102.5 ℃,503 atm,13.19 x 10^-4 mol%
Nitrogen,Water,102.5 ℃,604 atm,33.7 x 10^-4 mol%
CH4,Water,102.5 ℃,604 atm,41.9 x 10^-4 mol%
Nitrogen,1 M NaCl,102.5 ℃,604 atm,26.0 x 10^-4 mol%
CH4,1 M NaCl,102.5 ℃,604 atm,32.0 x 10^-4 mol%
Nitrogen,4 M NaCl,102.5 ℃,604 atm,12.05 x 10^-4 mol%
CH4,4 M NaCl,102.5 ℃,604 atm,14.38 x 10^-4 mol%
Nitrogen,Water,125.0 ℃,103 atm,8.08 x 10^-4 mol%
CH4,Water,125.0 ℃,103 atm,14.34 x 10^-4 mol%
Nitrogen,1 M NaCl,125.0 ℃,103 atm,6.32 x 10^-4 mol%
CH4,1 M NaCl,125.0 ℃,103 atm,10.58 x 10^-4 mol%
Nitrogen,water,125.0 ℃,204 atm,14.92 x 10^-4 mol%
CH4,water,125.0 ℃,204 atm,23.21 x 10^-4 mol%
Nitrogen,1 M NaCl,125.0 ℃,204 atm,11.02 x 10^-4 mol%
CH4,1 M NaCl,125.0 ℃,204 atm,17.52 x 10^-4 mol%
Nitrogen,4 M NaCl,125.0 ℃,204 atm,5.67 x 10^-4 mol%
CH4,4 M NaCl,125.0 ℃,204 atm,8.25 x 10^-4 mol%
Nitrogen,Water,125.0 ℃,305 atm,20.47 x 10^-4 mol%
CH4,Water,125.0 ℃,305 atm,29.6 x 10^-4 mol%
