solute_name,solvent_name,temperature,pressure,solubility
Benzene,Water,0.4 ℃,Not found,0.168 wt %
Benzene,Water,3.0 ℃,Not found,0.170 wt %
Benzene,Water,3.9 ℃,Not found,0.176 wt %
Benzene,Water,4.5 ℃,Not found,0.172 wt %
Benzene,Water,4.9 ℃,Not found,0.177 wt %
Benzene,Water,5.0 ℃,Not found,0.174 wt %
Benzene,Water,6.7 ℃,Not found,0.174 wt %
Benzene,Water,9.0 ℃,Not found,0.173 wt %
Benzene,Water,12.5 ℃,Not found,0.172 wt %
Benzene,Water,15.0 ℃,Not found,0.173 wt %
Benzene,Water,20.0 ℃,Not found,0.171 wt %
Benzene,Water,20.6 ℃,Not found,0.172 wt %
Benzene,Water,4.8 ℃,Not found,0.171 wt %
Benzene,Water,24.9 ℃,Not found,0.174 wt %
Benzene,Water,27.3 ℃,Not found,0.174 wt %
Benzene,Water,30.0 ℃,Not found,0.177 wt %
Benzene,Water,35.0 ℃,Not found,0.182 wt %
Benzene,Water,39.9 ℃,Not found,0.188 wt %
Benzene,Water,45.0 ℃,Not found,0.197 wt %
Benzene,Water,49.8 ℃,Not found,0.204 wt %
Benzene,Water,54.5 ℃,Not found,0.215 wt %
Benzene,Water,59.8 ℃,Not found,0.226 wt %
Benzene,Water,64.8 ℃,Not found,0.241 wt %
Benzene,Water,69.0 ℃,Not found,0.260 wt %
Benzene,Water,30.0 ℃,Not found,0.176 wt %
Benzene,Water,45.0 ℃,Not found,0.196 wt %
