solute_name,solvent_name,temperature,pressure,solubility
LBCB,PC, 25 ◦C, Not found, 0.10
LBCB,PC + DME, 25 ◦C, Not found, 0.12
LBCB,EC + DME, 25 ◦C, Not found, 0.14
LBCB,PC + THF, 25 ◦C, Not found, 0.11
LBCB,EC + THF, 25 ◦C, Not found, 0.10
LCSB,PC, 25 ◦C, Not found, 0.13
LCSB,PC + DME, 25 ◦C, Not found, 0.15
LCSB,EC + DME, 25 ◦C, Not found, 0.16
LCSB,PC + THF, 25 ◦C, Not found, 0.14
LCSB,EC + THF, 25 ◦C, Not found, 0.13
LBSB,PC, 25 ◦C, Not found, 1.0
LBSB,PC + DME, 25 ◦C, Not found, 1.34
LBSB,EC + DME, 25 ◦C, Not found, 1.41
LBSB,PC + THF, 25 ◦C, Not found, 1.05
