solute_name,solvent_name,temperature,pressure,solubility
Carbon dioxide,Methanol,303.2 K,1.02 MPa,7.1 x 10^-2
Carbon dioxide,Methanol,303.2 K,1.98 MPa,14.4 x 10^-2
Carbon dioxide,Methanol,303.2 K,3.08 MPa,23.5 x 10^-2
Carbon dioxide,Methanol,303.2 K,4.01 MPa,32.1 x 10^-2
Carbon dioxide,Methanol,303.2 K,5.05 MPa,43.9 x 10^-2
Carbon dioxide,Methanol,323.2 K,1.11 MPa,5.4 x 10^-2
Carbon dioxide,Methanol,323.2 K,2.01 MPa,10.4 x 10^-2
Carbon dioxide,Methanol,323.2 K,3.03 MPa,16.1 x 10^-2
Carbon dioxide,Methanol,323.2 K,3.95 MPa,21.0 x 10^-2
Carbon dioxide,Methanol,323.2 K,5.05 MPa,29.3 x 10^-2
Carbon dioxide,Methanol,323.2 K,5.95 MPa,34.5 x 10^-2
Carbon dioxide,Ethanol,303.2 K,1.14 MPa,7.6 x 10^-2
Carbon dioxide,Ethanol,303.2 K,2.13 MPa,15.1 x 10^-2
Carbon dioxide,Ethanol,303.2 K,3.08 MPa,23.8 x 10^-2
Carbon dioxide,Ethanol,303.2 K,3.94 MPa,29.5 x 10^-2
Carbon dioxide,Ethanol,303.2 K,4.98 MPa,41.4 x 10^-2
Carbon dioxide,Ethanol,303.2 K,5.94 MPa,58.9 x 10^-2
Carbon dioxide,Ethanol,323.2 K,1.02 MPa,4.9 x 10^-2
Carbon dioxide,Ethanol,323.2 K,1.98 MPa,10.1 x 10^-2
Carbon dioxide,Ethanol,323.2 K,3.06 MPa,16.1 x 10^-2
Carbon dioxide,Ethanol,323.2 K,4.02 MPa,21.8 x 10^-2
Carbon dioxide,Ethanol,323.2 K,5.11 MPa,28.2 x 10^-2
Carbon dioxide,1-Propanol,323.2 K,6.08 MPa,35.8 x 10^-2
Carbon dioxide,1-Propanol,303.2 K,0.60 MPa,5.4 x 10^-2
Carbon dioxide,1-Propanol,303.2 K,2.11 MPa,13.6 x 10^-2
Carbon dioxide,1-Propanol,303.2 K,2.94 MPa,19.2 x 10^-2
Carbon dioxide,1-Propanol,303.2 K,3.94 MPa,27.0 x 10^-2
Carbon dioxide,1-Propanol,303.2 K,4.99 MPa,37.0 x 10^-2
Carbon dioxide,1-Propanol,323.2 K,0.77 MPa,3.4 x 10^-2
Carbon dioxide,1-Propanol,323.2 K,1.88 MPa,8.9 x 10^-2
Carbon dioxide,1-Propanol,323.2 K,3.16 MPa,16.1 x 10^-2
Carbon dioxide,1-Propanol,323.2 K,4.03 MPa,20.7 x 10^-2
Carbon dioxide,1-Propanol,323.2 K,5.02 MPa,27.0 x 10^-2
Carbon dioxide,1-Propanol,323.2 K,6.00 MPa,33.0 x 10^-2
